,Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
279,,,,,,,,,,,,,,,,,,,,,,,
280,C82     ,Follicular (nodular)        ,M,4.1,,3.7,,4.5,,3.1,,3.9,,4.1,,4.6,,4.5,,4,,4.1,
281,        ,non-Hodgkins' lymphoma      ,F,4.2,,4.8,,4.1,,3.9,,4.1,,3.8,,4.4,,4.4,,4.2,,4.7,
282,,,,,,,,,,,,,,,,,,,,,,,
283,C83     ,Diffuse non-Hodgkin's       ,M,14.5,,14.4,,13.2,,15.2,,15.3,,13.1,,17.6,,12.4,,14.3,,15.3,
284,        ,lymphoma                    ,F,9.2,,9.5,,8.2,,10.1,,9,,7.9,,11,,8.2,,9.7,,9,
285,,,,,,,,,,,,,,,,,,,,,,,
286,C84     ,Peripheral and cutaneous    ,M,1.9,,1.4,u,1.9,,2.3,,2.3,,2.4,,1.7,,1.9,,1.9,,1.3,
287,        ,T-cell lymphomas            ,F,1.1,,1.2,u,0.8,,0.9,,1.3,,0.9,,1.3,,1.3,,0.8,,1.1,
288,,,,,,,,,,,,,,,,,,,,,,,
289,C85     ,Other and unspecified types ,M,6.3,,5.6,,5.8,,5.4,,7.2,,7.2,,6.4,,5.3,,6.5,,7.3,
290,        ,of non-Hodgkin's lymphoma   ,F,4.6,,3.9,,3.4,,4.7,,5.5,,4.5,,4.5,,4.7,,4,,6.5,
291,,,,,,,,,,,,,,,,,,,,,,,
292,C88     ,Malignant                   ,M,0.5,,,u,0.9,,,u,,u,,u,,u,0.4,u,0.3,u,1.2,
293,        ,immunoproliferative         ,F,0.3,,,u,0.5,u,,u,,u,0.4,u,,u,,u,0.2,u,0.4,u
294,        ,diseases                    , ,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,
296,C90     ,Multiple myeloma and        ,M,11.1,,10.5,,9.6,,12.4,,11.8,,10.7,,11.1,,12.3,,10.7,,10.7,
297,        ,malignant plasma cell       ,F,7.1,,5.7,,6.6,,8.9,,8.3,,6.2,,7.7,,7.5,,6,,7.1,
298,        ,neoplasms                   , ,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,
300,C91-C95 ,Leukaemia                   ,M,19.9,,18.7,,20.6,,24.5,,22,,18.8,,19.3,,16,,17.6,,23.2,
301,        ,                            ,F,11.4,,10.8,,11.7,,12.9,,11.9,,10,,11.7,,9.8,,10.4,,13,
302,,,,,,,,,,,,,,,,,,,,,,,
303,C91     ,Lymphoid leukaemia          ,M,10.4,,8.5,,11.5,,14.3,,12,,9.7,,8.5,,7.4,,8.7,,13.6,
304,        ,                            ,F,5.2,,4.9,,5.1,,7,,5.7,,5.4,,5,,3.5,,4,,6.9,
305,,,,,,,,,,,,,,,,,,,,,,,
306,C92     ,Myeloid leukaemia           ,M,8.6,,9.3,,7.8,,9.7,,9.7,,7.9,,9.9,,7.7,,8.1,,8.4,
307,        ,                            ,F,5.6,,5.4,,5.8,,5.6,,5.6,,4.1,,6.4,,5.7,,5.7,,5.3,
308,,,,,,,,,,,,,,,,,,,,,,,
309,C93     ,Monocytic leukaemia         ,M,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
310,        ,                            ,F,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
311,,,,,,,,,,,,,,,,,,,,,,,
312,C94     ,Other leukaemias of         ,M,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
313,        ,specified cell type         ,F,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
314,,,,,,,,,,,,,,,,,,,,,,,
315,C95     ,Leukaemia of unspecified    ,M,0.7,,,u,0.9,,,u,,u,0.9,,0.6,u,0.9,,0.7,,0.8,
316,        ,cell type                   ,F,0.4,,,u,0.5,,,u,,u,,u,,u,0.5,u,0.5,,0.6,
317,,,,,,,,,,,,,,,,,,,,,,,
318,C96     ,Other and unspecified       ,M,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
319,        ,malignant neoplasms of      ,F,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u
320,        ,"lymphoid, haematopoietic    ", ,,,,,,,,,,,,,,,,,,,,
321,        ,and related tissue          , ,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,
323,C97     ,Malignant neoplasms of      ,M,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
324,        ,independent (primary)       ,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
325,        ,multiple sites              , ,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,
327,D00     ,Carcinoma in situ of oral   ,M,2,,3.8,,1.6,,1.8,,1.7,,2.2,,1.8,,1.3,,2.3,,1.9,
328,        ,"cavity, oesophagus and      ",F,0.9,,2.3,,0.7,,0.5,u,0.9,u,0.7,,0.9,,0.7,,1,,0.8,
329,        ,stomach                     , ,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,
331,D01     ,Carcinoma in situ of other  ,M,7.9,,5.6,,6.7,,5.4,,3.3,,5.7,,17.6,,3.4,,7.6,,12.7,
332,        ,and unspecified digestive   ,F,4.7,,3.7,,3.8,,4,,2.3,,4,,10.4,,1.8,,4.3,,6.9,
333,        ,organs                      , ,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,
335,D02     ,Carcinoma in situ of middle ,M,1.2,,2.3,,1,,0.8,u,1,u,1.1,,1.1,,0.8,u,1,,2.2,
336,        ,ear and respiratory system  ,F,0.4,,,u,0.3,u,,u,,u,,u,0.4,u,,u,0.5,,0.6,u
337,,,,,,,,,,,,,,,,,,,,,,,
338,D03     ,Melanoma in situ            ,M,10.3,,7.3,,11.4,,9.3,,9.3,,8,,9.7,,4.3,,13.3,,16.7,
339,        ,                            ,F,9.3,,7.7,,9.9,,7.7,,8.3,,9,,9.3,,3.9,,10.9,,15,
340,,,,,,,,,,,,,,,,,,,,,,,
341,D04     ,Carcinoma in situ of skin   ,M,10.2,,11.2,,0.7,,12.4,,10.9,,32.3,,,u,13.2,,13.6,,,u
342,        ,                            ,F,11.2,,11.1,,1.1,,12.7,,11.2,,32.6,,,u,14.6,,17.6,,,u
343,,,,,,,,,,,,,,,,,,,,,,,
344,D05     ,Carcinoma in situ of breast ,M,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
345,        ,                            ,F,21.6,,21.7,,21.9,,20.4,,20.8,,20.3,,20.9,,18,,24.3,,24.6,
346,,,,,,,,,,,,,,,,,,,,,,,
347,D06     ,Carcinoma in situ of        ,F,85.6,,150.1,,53.4,,114.8,,107.1,,108.7,,112.8,,36,,85,,110.2,
348,        ,cervix uteri                , ,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,
350,D07     ,Carcinoma in situ of other  ,M,5.6,,2.1,,4.3,,5,,4.4,,4.5,,10.6,,4.8,,4.5,,8.4,
351,        ,and unspecified genital     ,F,3.2,,3.8,,3,,3.5,,3.3,,4.6,,3,,1.8,,2.5,,4.5,
352,        ,organs                      , ,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,
354,D09     ,Carcinoma in situ of other  ,M,11.3,,6.7,,10,,8.1,,8.7,,9.7,,9.4,,19,,16.6,,7.8,
355,        ,and unspecified sites       ,F,2.6,,1,u,2.1,,1.5,,2.1,,1.7,,1.5,,6,,4.3,,1.7,
356,,,,,,,,,,,,,,,,,,,,,,,
357,D32     ,Benign neoplasm of meninges ,M,1.9,,2.2,,1.2,,3,,1.3,,1.2,,2.7,,1.3,,2,,2.9,
358,        ,                            ,F,4.6,,5.5,,4.1,,6.8,,3.1,,2.8,,6.3,,2.9,,4.3,,5.9,
359,D33     ,Benign neoplasm of brain    ,M,,,,,,,,,,,,,,,,,,,,
360,        ,and other parts of central  ,F,1,,1.1,u,1.2,,1.3,,1,,1.1,,1.1,,0.5,u,1,,0.8,
361,        ,nervous system              , ,1,,,u,1.2,,1.2,,0.9,,1.1,,1.2,,0.4,u,0.7,,1.6,
362,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,
364,D35.2   ,Benign neoplasm of          ,M,1.2,,1.8,,1.6,,1.3,,1.3,,2.2,,1.3,,,u,1.2,,1.1,
365,        ,pituitary gland             ,F,0.9,,1.2,u,1.2,,1.1,,1.2,,1.2,,1.1,,,u,0.7,,1,
366,,,,,,,,,,,,,,,,,,,,,,,
367,D35.3   ,Benign neoplasm of          ,M,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
368,        ,craniopharyngeal duct       ,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
369,,,,,,,,,,,,,,,,,,,,,,,
370,D35.4   ,Benign neoplasm of          ,M,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
371,        ,pineal gland                ,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
372,,,,,,,,,,,,,,,,,,,,,,,
373,D37     ,Neoplasm of uncertain or    ,M,2.9,,1.7,,2.2,,1.8,,1.3,,1.5,,2.5,,2.4,,4.5,,6.6,
374,        ,unknown behaviour of oral   ,F,2.6,,1.5,,2,,1.6,,2.2,,1.8,,2.7,,1.8,,3.1,,5.8,
375,        ,cavity and digestive organs , ,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,
377,D38     ,Neoplasm of uncertain or    ,M,0.4,,,u,,u,,u,,u,,u,,u,0.4,u,0.5,u,0.5,u
378,        ,unknown behaviour of middle ,F,0.3,,,u,,u,,u,,u,0.6,u,,u,0.4,u,,u,0.6,u
379,        ,ear and respiratory and     , ,,,,,,,,,,,,,,,,,,,,
380,        ,intrathoracic organs        , ,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,
382,D39     ,Neoplasm of uncertain or    ,F,1.1,,2.1,,0.5,u,1.3,,1.3,,0.8,,1.2,,1.3,,0.8,,1.8,
383,        ,unknown behaviour of female , ,,,,,,,,,,,,,,,,,,,,
384,        ,genital organs              , ,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,
386,D40     ,Neoplasm of uncertain or    ,M,0.3,,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.4,u
387,        ,unknown behaviour of male   , ,,,,,,,,,,,,,,,,,,,,
388,        ,genital organs              , ,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,
390,D41     ,Neoplasm of uncertain or    ,M,20.2,,27.2,,24.5,,19.6,,25.4,,23.7,,26,,1.6,,13.3,,27.6,
391,        ,unknown behaviour of        ,F,6,,9,,8.4,,6.5,,7.7,,6.8,,6.9,,0.6,u,3.3,,7.2,
392,        ,urinary organs              , ,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,
394,D42     ,Neoplasm of uncertain or    ,M,0.4,,0.8,u,,u,0.6,u,0.5,u,0.4,u,0.6,u,,u,,u,,u
395,        ,unknown behaviour of        ,F,0.5,,0.8,u,0.5,u,1.1,,1,,0.5,u,0.6,u,0.4,u,,u,,u
396,        ,meninges                    , ,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,
398,D43     ,Neoplasm of uncertain or    ,M,1.1,,1.9,,1.2,,1.8,,0.7,u,1,,0.9,,1,,1.1,,1.1,
399,        ,unknown behaviour of brain  ,F,0.9,,1.4,u,0.9,,1.2,,1.1,,1,,0.7,,0.8,,0.9,,0.9,
400,        ,and central nervous system  , ,,,,,,,,,,,,,,,,,,,,
401,D44     ,Neoplasm of uncertain or    ,M,0.4,,,u,,u,,u,,u,0.5,u,0.4,u,0.4,u,0.4,u,0.6,u
402,        ,unknown behaviour of        ,F,0.5,,,u,0.4,u,0.7,u,,u,,u,0.6,u,0.7,,0.7,,0.5,u
403,        ,endocrine glands            , ,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,
405,D45     ,Polycythaemia vera          ,M,1.7,,,u,0.8,,0.7,u,1.6,,0.6,u,1.5,,,u,2.2,,6.1,
406,        ,                            ,F,0.8,,,u,0.6,,0.6,u,0.7,u,0.5,u,0.8,,,u,0.9,,2.5,
407,,,,,,,,,,,,,,,,,,,,,,,
408,D46     ,Myelodysplastic syndromes   ,M,7,,7.1,,5.3,,7.7,,6.4,,5.9,,8.1,,4,,6,,12.7,
409,        ,                            ,F,3.4,,3.8,,2.4,,3,,3.6,,2.4,,4.1,,2.1,,2.5,,6.9,
410,,,,,,,,,,,,,,,,,,,,,,,
411,D47     ,Other neoplasms of uncertain,M,5.4,,3.6,,3.7,,6.9,,5.3,,3.8,,4.3,,5.3,,5.5,,9.6,
412,        ,or unknown behaviour of     ,F,4.2,,2.6,,3.5,,5.6,,3.7,,3.3,,3.7,,3,,3.7,,8.6,
413,        ,"lymphoid, haematopoietic and", ,,,,,,,,,,,,,,,,,,,,
414,        ,related tissue              , ,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,
416,D48     ,Neoplasm of uncertain or    ,M,3,,3.8,,2.3,,2.1,,1.6,,2.3,,3.1,,1.9,,3.6,,6,
417,        ,unknown behaviour of other  ,F,2,,1.8,,1.1,,1,,1.2,,1.4,,1.4,,2.4,,2.7,,4.4,
418,        ,and unspecified sites       , ,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,
420,Note: Cancer incidence rates are estimates based on the latest mid-year population estimates for the reference year at the time of publication. ,,,,,,,,,,,,,,,,,,,,,,
421,         Rates calculated from fewer than 20 counts may have low reliability and are therefore marked by (u).,,,,,,,,,,,,,,,,,,,,,,
422,         Age specific rates were not calculated where there were fewer than 3 cancer registrations in a cell.,,,,,,,,,,,,,,,,,,,,,,
423,         Directly age-standardised rates were not calculated where there were fewer than 10 counts in a cell.,,,,,,,,,,,,,,,,,,,,,,
424,"         Where rates have not been calculated due to low counts as described above, the cell has been left blank, and marked by (u) to show the rate was not calculated due to low reliability.",,,,,,,,,,,,,,,,,,,,,,
425,"1. Directly age-standardised using the 2013 update of the European Standard Population with an upper age band of 90+ (see Methods for rates).  Therefore, caution should be taken if comparing these rates to rates in previous releases.",,,,,,,,,,,,,,,,,,,,,,
426,2. This table does not include the ICD-10 codes that are non mandatory (see Notes and definitions).,,,,,,,,,,,,,,,,,,,,,,
427,3. There have been some fairly large fluctuations in the number of registrations of C44 across the regions (see Notes and definitions).,,,,,,,,,,,,,,,,,,,,,,
428,4. These figures exclude non-melanoma skin cancer (ICD-10 C44) (see Notes and definitions).,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,
430,Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,
