,Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
276,C97,Malignant neoplasms of independent (primary) multiple sites,M,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
277,,,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
278,,,,,,,,,,,,,,,,,,,,,,,
279,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",M,2.4,,4.4,,2.2,,1.6,,1.6,,2.2,,2.6,,2.6,,2.2,,2.8,
280,,,F,1.1,,1.6,,0.9,,0.8,,0.5,u,1,,1.7,,0.7,,1.4,,1,
281,,,,,,,,,,,,,,,,,,,,,,,
282,D01,Carcinoma in situ of other and unspecified digestive organs,M,8.5,,6.1,,7.8,,5.9,,2,,5.8,,17.9,,3.6,,8.6,,14.6,
283,,,F,5.1,,3.2,,4.4,,3.5,,2.3,,3.9,,9,,2.9,,5.2,,9.4,
284,,,,,,,,,,,,,,,,,,,,,,,
285,D02,Carcinoma in situ of middle ear and respiratory system,M,1.2,,2.2,,1.1,,1,,0.8,u,1,,1.7,,1.2,,1.1,,1.2,
286,,,F,0.3,,,u,0.4,u,,u,,u,,u,0.4,u,0.5,u,,u,0.5,u
287,,,,,,,,,,,,,,,,,,,,,,,
288,D03,Melanoma in situ,M,11.4,,10.7,,10.9,,8.7,,8.2,,9.8,,11.3,,6.4,,14.7,,18.4,
289,,,F,10.1,,8.2,,10.1,,8.6,,7.7,,9.1,,8.6,,6.1,,13.6,,15.9,
290,,,,,,,,,,,,,,,,,,,,,,,
291,D044,Carcinoma in situ of skin,M,0.8,,,u,,u,,u,2.1,,,u,,u,2.4,,1.4,,,u
292,,,F,1,,,u,,u,0.4,u,2,,0.4,u,0.4,u,2.6,,2.2,,,u
293,,,,,,,,,,,,,,,,,,,,,,,
294,D055,Carcinoma in situ of breast,M,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
295,,,F,24.4,,22.6,,22.2,,24.2,,23.7,,26,,23.8,,23.5,,24.3,,29.6,
296,,,,,,,,,,,,,,,,,,,,,,,
297,D06,Carcinoma in situ of cervix uteri,F,88.9,,147.7,,54.9,,109.8,,121,,122.5,,106.7,,40.2,,91.6,,110.1,
298,,,,,,,,,,,,,,,,,,,,,,,
299,D07,Carcinoma in situ of other and unspecified genital organs,M,6.2,,3,,3.8,,6,,4.9,,4.7,,11.9,,4.4,,5.6,,9.8,
300,,,F,3.2,,4,,2.4,,3.6,,3.5,,3.9,,2.9,,2.4,,2.7,,4.7,
301,,,,,,,,,,,,,,,,,,,,,,,
302,D09,Carcinoma in situ of other and unspecified sites,M,27.7,,35.2,,28.4,,30.7,,25.6,,25.9,,28.9,,23.7,,26.6,,28.2,
303,,,F,7.4,,12.2,,8.3,,8.4,,7,,7,,7.5,,5.4,,6.5,,6.8,
304,,,,,,,,,,,,,,,,,,,,,,,
305,D32,Benign neoplasm of meninges,M,2.2,,2.2,,1.5,,2.9,,1.5,,2.4,,3,,1.6,,2.4,,2.6,
306,,,F,5.4,,3.7,,4.7,,6.7,,3.6,,4.9,,7.4,,4.2,,4.8,,7.7,
307,,,,,,,,,,,,,,,,,,,,,,,
308,D33,Benign neoplasm of brain and other parts of central nervous system,M,1.2,,1.3,u,1.1,,2.1,,0.9,,1.1,,1.4,,0.8,,0.9,,1.7,
309,,,F,1.2,,0.9,u,1.1,,1.8,,1.2,,1.4,,1.1,,0.9,,1,,1.9,
310,,,,,,,,,,,,,,,,,,,,,,,
311,D35.2,Benign neoplasm of pituitary gland,M,1.8,,1.7,,1.9,,1.7,,1.9,,2,,1.9,,1.5,,2.1,,1.3,
312,,,F,1.3,,1.2,u,1.4,,1.6,,0.9,,1.1,,1.3,,1.2,,1.7,,1.3,
313,,,,,,,,,,,,,,,,,,,,,,,
314,D35.3,Benign neoplasm of craniopharyngeal duct,M,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
315,,,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
316,,,,,,,,,,,,,,,,,,,,,,,
317,D35.4,Benign neoplasm of pineal gland,M,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
318,,,F,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
319,,,,,,,,,,,,,,,,,,,,,,,
320,D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,M,2.2,,2.1,,2.1,,1.8,,3.1,,2.4,,2.8,,1.4,,2.2,,2.3,
321,,,F,2.2,,1.5,,2.5,,2.4,,1.8,,2.6,,2.6,,1.5,,1.7,,2.7,
322,,,,,,,,,,,,,,,,,,,,,,,
323,D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,M,0.4,,,u,,u,,u,0.8,u,,u,0.5,u,0.4,u,0.4,u,0.7,u
324,,,F,0.4,,,u,,u,,u,0.6,u,0.4,u,0.5,u,,u,0.3,u,0.6,u
325,,,,,,,,,,,,,,,,,,,,,,,
326,D39,Neoplasm of uncertain or unknown behaviour of female genital organs,F,1.2,,0.9,u,1,,1.7,,1.5,,0.9,,1.5,,1.2,,1.2,,1.1,
327,,,,,,,,,,,,,,,,,,,,,,,
328,D40,Neoplasm of uncertain or unknown behaviour of male genital organs,M,0.3,,,u,0.4,u,,u,,u,,u,,u,0.7,,0.3,u,,u
329,,,,,,,,,,,,,,,,,,,,,,,
330,D41,Neoplasm of uncertain or unknown behaviour of urinary organs,M,7.9,,4.8,,5.1,,7,,5.8,,7.1,,10.9,,7.4,,10.8,,8.4,
331,,,F,2.5,,1.8,,1.7,,2.1,,1.7,,3.1,,2.6,,1.9,,3.4,,3,
332,,,,,,,,,,,,,,,,,,,,,,,
333,D42,Neoplasm of uncertain or unknown behaviour of meninges,M,0.4,,,u,0.5,u,,u,0.7,u,,u,0.7,,,u,0.3,u,,u
334,,,F,0.5,,,u,0.7,,,u,0.9,,0.6,u,0.5,u,,u,0.4,,,u
335,,,,,,,,,,,,,,,,,,,,,,,
336,D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,M,1.2,,,u,1,,1.3,,1.2,,1.8,,1.4,,0.9,,1.8,,0.9,
337,,,F,0.9,,,u,0.9,,0.8,,0.7,u,1.1,,0.9,,1,,1.1,,0.9,
338,,,,,,,,,,,,,,,,,,,,,,,
339,D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,M,0.4,,,u,0.6,u,,u,,u,,u,,u,0.5,u,0.7,,,u
340,,,F,0.5,,,u,0.6,,,u,,u,0.4,u,0.4,u,0.8,,0.8,,0.5,u
341,,,,,,,,,,,,,,,,,,,,,,,
342,D45,Polycythaemia vera,M,1.2,,1.7,,1,,0.9,,1.5,,1,,2,,0.7,,1.3,,1.3,
343,,,F,0.8,,,u,0.9,,,u,1,,0.9,,1.2,,0.5,u,0.9,,1,
344,,,,,,,,,,,,,,,,,,,,,,,
345,D46,Myelodysplastic syndromes,M,7.2,,10.1,,5.9,,8.7,,6.1,,7.9,,7.3,,6.2,,7.3,,7.4,
346,,,F,3.2,,4.2,,2.3,,3.1,,3.3,,3.9,,3.5,,2.8,,3.1,,3.3,
347,,,,,,,,,,,,,,,,,,,,,,,
348,D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",M,4.1,,1.6,u,3.1,,7.8,,4.5,,3.8,,4,,4.2,,3.7,,3.5,
349,,,F,3.6,,2.3,,3.3,,6.4,,4,,3.1,,4,,3.5,,2.9,,3,
350,,,,,,,,,,,,,,,,,,,,,,,
351,D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,M,2.7,,2,,2.9,,1.8,,2.7,,2.4,,2.7,,1.7,,3.1,,4,
352,,,F,1.6,,1.3,u,1.3,,1.3,,1.7,,1.2,,1.6,,1.7,,1.9,,1.9,
353,,,,,,,,,,,,,,,,,,,,,,,
354,"C446,7",Other malignant neoplasms of skin,M,150.7,u,72.5,u,164.6,u,109.8,u,178,u,142.4,u,176,u,100.3,u,163.7,u,190.5,u
355,,,F,80.2,u,42.6,u,99.7,u,58.6,u,100.2,u,74.9,u,89.4,u,47.5,u,78.9,u,108.1,u
356,,,,,,,,,,,,,,,,,,,,,,,
357,"C00-C97, D00-D487",All cancer registrations,M,925.5,u,875,u,965.9,u,913,u,924.2,u,913.5,u,955.4,u,826.5,u,933,u,974.6,u
358,,,F,789.1,u,844.1,u,804.5,u,797.2,u,823,u,815,u,806.1,u,664.5,u,782.2,u,869.1,u
359,,,,,,,,,,,,,,,,,,,,,,,
360,C00-C977,All invasive malignant cancers (including C44),M,833.9,u,783.7,u,884.3,u,821.4,u,847.5,u,830.8,u,841.8,u,754,u,835.5,u,864.4,u
361,,,F,622.4,u,624.3,u,678.2,u,608.8,u,631.8,u,615.3,u,616.1,u,558.5,u,609.5,u,662,u
362,"1. Directly age-standardised using the 2013 update of the European Standard Population with an upper age band of 90+ (see Methods for rates).  Therefore, caution should be taken if comparing these rates to rates in previous releases.",,,,,,,,,,,,,,,,,,,,,,
363,2. These figures exclude non-melanoma skin cancer (ICD-10 C44) (see Notes and definitions).,,,,,,,,,,,,,,,,,,,,,,
364,3. Please see the 'Quality of cancer data' tab for an issue relating to Malignant neoplasm of placenta (ICD-10 C58).,,,,,,,,,,,,,,,,,,,,,,
365,4. Please see the 'Quality of cancer data' tab for an issue relating to Carcinoma in situ of skin (ICD-10 D04).,,,,,,,,,,,,,,,,,,,,,,
366,5. Please see the 'Quality of cancer data' tab for an issue relating to Carcinoma in situ of breast (ICD-10 D05).,,,,,,,,,,,,,,,,,,,,,,
367,6. Non-melanoma skin cancer (NMSC) is very common but is known to be underreported. There are small areas of differing historical practice which may make comparisons across geographies and time difficult.,,,,,,,,,,,,,,,,,,,,,,
368,"7. Figures for non-melanoma skin cancer (C44) in 2013 are not reliable figures because at the time of this publication only about half of non melanoma skin registrations for 2013 had been finalised.  This was due to a delay in processing these cases because of the migration to one National Cancer Registration Service. This results in a large decrease in the number of registrations reported in 2013 compared to previous years, and is not an accurate measure of the number of non melanoma skin cancers diagnosed in 2013.  We do not recommend using the 2013 estimates in any analysis. Cells containing C44 counts have been marked with a (u) in the table to indicate unreliability.  We have published these figures because registration of all other cancer sites was completed and we did not wish to delay the publication of the national statistics, nor significantly change the publication format or cause confusion by removing the non melanoma skins completely.",,,,,,,,,,,,,,,,,,,,,,
369,8. This table does not include the ICD-10 codes that are non mandatory (see Notes and definitions).,,,,,,,,,,,,,,,,,,,,,,
370,9. Cancer incidence rates are estimates based on the latest mid-year population estimates for the reference year at the time of publication. ,,,,,,,,,,,,,,,,,,,,,,
371,         Rates calculated from fewer than 20 counts may have low reliability and are therefore marked by (u). ,,,,,,,,,,,,,,,,,,,,,,
372,         Age specific rates were not calculated where there were fewer than 3 cancer registrations in a cell.,,,,,,,,,,,,,,,,,,,,,,
373,         Directly age-standardised rates were not calculated where there were fewer than 10 counts in a cell.,,,,,,,,,,,,,,,,,,,,,,
374,"         Where rates have not been calculated due to low counts as described above, the cell has been left blank, and marked by (u) to show the rate was not calculated due to low reliability.",,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,
376,Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,
