,Unnamed: 0,Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
138,,C45,Mesothelioma,Females,1.3,,1.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.5,u,0.7,u,2,,3.5,,5.1,,7.5,,7.7,,7.9,,6.9,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,C46,Kaposi's sarcoma,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.5,u,,u,,u
141,,C46,Kaposi's sarcoma,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,Males,0.1,u,0,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
144,,C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,C48,Malignant neoplasm of retroperitoneum and peritoneum,Males,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.4,u,0.2,u,0.4,u,0.4,u,1,u,0.7,u,2.6,u,3.6,u
147,,C48,Malignant neoplasm of retroperitoneum and peritoneum,Females,1.5,,1.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.8,u,1.3,,1.8,,3.9,,6.8,,7,,9,,7.5,,5.1,u
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,C49,Malignant neoplasm of other connective and soft tissue,Males,1.7,,1.4,,,u,0.2,u,0.2,u,,u,,u,0.2,u,0.4,u,0.4,u,0.5,u,0.5,u,1,,1,u,1.2,,2.2,,3.9,,4.8,,6.3,,6.8,,12.2,,11.4,u
150,,C49,Malignant neoplasm of other connective and soft tissue,Females,1.3,,1.3,,,u,,u,,u,,u,0.3,u,0.5,u,0.4,u,,u,0.5,u,0.5,u,0.8,u,0.9,u,1.3,,1.9,,2.4,,2.8,,5.2,,5.7,,6.1,,7.5,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,C50,Malignant neoplasm of breast,Males,0.3,,0.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.2,u,0.5,u,1,u,1.4,u,1.9,u,1.9,u,7.8,u
153,,C50,Malignant neoplasm of breast,Females,34.3,,34.4,,,u,,u,,u,,u,,u,,u,0.5,u,3.1,,7.6,,13.9,,23,,35.7,,42,,48.4,,60.7,,76.6,,119.3,,166.4,,224.4,,340.4,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,C51,Malignant neoplasm of vulva,Females,1.1,,1.2,,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.3,u,0.5,u,0.6,u,0.9,u,1.9,,1.9,,4.8,,7.8,,10.6,,20.9,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,C52,Malignant neoplasm of vagina,Females,0.3,,0.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.4,u,0.5,u,0.4,u,0.4,u,1.6,u,1.5,u,2,u,2.4,u
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,C53,Malignant neoplasm of cervix uteri,Females,2.4,,2.4,,,u,,u,,u,,u,,u,,u,1.1,,1.6,,2.6,,2.1,,2.8,,2.8,,2.6,,3.7,,4.8,,4.2,,6.9,,8.1,,8.3,,6.6,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",Females,6.7,,6.6,,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.8,u,1.4,,2.4,,5.8,,10.3,,17.2,,23.6,,31.3,,38.7,,39,,41.5,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,C54,Malignant neoplasm of corpus uteri,Females,5.2,,5.1,,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.7,u,0.7,u,1.1,,4.5,,8.1,,13.2,,18.7,,24.3,,30.9,,31.7,,31.7,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,C55,"Malignant neoplasm of uterus, part unspecified",Females,1.5,,1.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.7,u,1.2,,1.3,,2.2,,4,,4.9,,7,,7.8,,7.3,,9.9,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,Females,12.8,,12.5,,,u,,u,,u,,u,,u,0.3,u,0.3,u,0.5,u,1,u,2.1,,3.9,,8.1,,12.6,,20.6,,33.8,,43.2,,58.4,,62.5,,71.1,,59.5,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,C56,Malignant neoplasm of ovary,Females,12.3,,12,,,u,,u,,u,,u,,u,0.3,u,0.3,u,0.4,u,0.9,u,2.1,,3.7,,8,,11.8,,20,,32.4,,41.3,,56.4,,60.6,,68.1,,55.9,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,C57,Malignant neoplasm of other and unspecified female genital organs,Females,0.5,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.8,u,0.7,u,1.4,,1.9,,2,u,2,u,3,u,3.6,u
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,C58,Malignant neoplasm of placenta,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,C60,Malignant neoplasm of penis,Males,0.4,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.3,u,0.5,u,0.8,u,1,u,0.7,u,1.7,u,1.6,u,5.4,u,3.6,u
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,C61,Malignant neoplasm of prostate,Males,49.5,,37.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.9,u,2.5,,9.4,,24.5,,53.8,,105.2,,198.9,,373.2,,677.7,,1155,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,C62,Malignant neoplasm of testis,Males,0.2,,0.2,,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.2,u,0.2,u,0.4,u,0.2,u,0.5,u,0.4,u,,u,0.3,u,,u,0.4,u,,u,,u,,u
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,C63,Malignant neoplasm of other and unspecified male genital organs,Males,0.1,u,0,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.5,u,,u,,u,,u
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,C64,"Malignant neoplasm of kidney, except renal pelvis",Males,9.4,,7.8,,,u,,u,,u,,u,,u,,u,,u,,u,0.6,u,0.8,u,3.1,,4.4,,9.6,,13.5,,22,,26,,39.4,,52.7,,73.3,,84.8,
184,,C64,"Malignant neoplasm of kidney, except renal pelvis",Females,4.4,,4.4,,,u,0.2,u,,u,,u,,u,,u,,u,,u,0.3,u,0.5,u,1.7,,1.8,,3.1,,4.9,,10,,12.4,,20.5,,27.3,,33.1,,37.7,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,C65,Malignant neoplasm of renal pelvis,Males,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,1,u,0.5,u,,u,,u
187,,C65,Malignant neoplasm of renal pelvis,Females,0.1,u,0.1,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.5,u,,u,,u
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,C66,Malignant neoplasm of ureter,Males,0.5,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,1,u,1.8,,2.4,,3.3,u,5.4,u,8.6,u
190,,C66,Malignant neoplasm of ureter,Females,0.3,,0.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.5,u,0.8,u,1.8,u,2.6,,2.4,u,4.5,u
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,C67,Malignant neoplasm of bladder,Males,15,,11.5,,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.2,u,0.9,u,2.7,,3.3,,10.3,,17.4,,34.1,,58.6,,120.2,,193.4,,293.6,
193,,C67,Malignant neoplasm of bladder,Females,4.8,,5,,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,1.3,,0.9,u,2.1,,3.9,,6.5,,11.5,,20.8,,35,,51.6,,81.3,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,C68,Malignant neoplasm of other and unspecified urinary organs,Males,0.4,,0.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,,u,0.2,u,0.6,u,0.5,u,1.1,u,2.8,,2.4,u,2.9,u,2.9,u
196,,C68,Malignant neoplasm of other and unspecified urinary organs,Females,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.7,u,0.4,u,0.6,u,1.2,u,2.4,u,2.7,u
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,C69,Malignant neoplasm of eye and adnexa,Males,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.5,u,0.5,u,0.5,u,0.6,u,0.9,u,2.6,u,,u
199,,C69,Malignant neoplasm of eye and adnexa,Females,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.2,u,0.2,u,0.5,u,0.7,u,0.9,u,1,u,1.5,u
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,C70,Malignant neoplasm of meninges,Males,0,u,0,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,,u,,u,,u,,u,,u
202,,C70,Malignant neoplasm of meninges,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,C71,Malignant neoplasm of brain,Males,8.5,,7.4,,,u,0.9,u,0.8,u,0.8,u,0.7,u,0.5,u,1.3,,1.7,,2.9,,3.8,,5.5,,8.1,,10.5,,16.6,,20.4,,25.3,,29.2,,30.3,,28.5,,22.1,
205,,C71,Malignant neoplasm of brain,Females,5.4,,5.2,,,u,0.2,u,0.6,u,0.4,u,0.4,u,0.3,u,0.9,u,1.3,,1.6,,2.1,,3,,4.3,,7.8,,10.1,,12.9,,16.2,,19.6,,20.9,,16.1,,18.2,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",Males,0,u,0,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
208,,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,C73,Malignant neoplasm of thyroid gland,Males,0.6,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.6,u,0.6,u,1.3,u,2.1,,2.4,,3.3,u,5.4,u,5.7,u
211,,C73,Malignant neoplasm of thyroid gland,Females,0.8,,0.8,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.5,u,0.4,u,1,u,1.8,,2.4,,3.7,,4.8,,7.1,,6,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,C74,Malignant neoplasm of adrenal gland,Males,0.2,,0.2,,,u,0.5,u,0.2,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,0.5,u,0.6,u,0.3,u,0.5,u,1,u,1,u,2.1,u
214,,C74,Malignant neoplasm of adrenal gland,Females,0.2,,0.2,,,u,,u,0.2,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,,u,0.4,u,0.2,u,,u,0.5,u,0.5,u,0.8,u,1.4,u,,u
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,C75,Malignant neoplasm of other endocrine glands and related structures,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
217,,C75,Malignant neoplasm of other endocrine glands and related structures,Females,0,u,0,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,,u,,u,,u,,u,,u,,u
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,C76,Malignant neoplasm of other and ill-defined sites,Males,0.6,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.4,u,0.4,u,0.7,u,1.4,u,3.1,,3.5,,6.7,,9.3,u
220,,C76,Malignant neoplasm of other and ill-defined sites,Females,1,,1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.2,u,0.5,u,1,u,0.9,u,2.5,,2.8,,7,,12.8,,18.5,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,C77,Secondary and unspecified malignant neoplasm of lymph nodes,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
223,,C77,Secondary and unspecified malignant neoplasm of lymph nodes,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,C78,Secondary malignant neoplasm of respiratory and digestive organs,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
226,,C78,Secondary malignant neoplasm of respiratory and digestive organs,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,C79,Secondary malignant neoplasm of other sites,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
229,,C79,Secondary malignant neoplasm of other sites,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,C80,Malignant neoplasm without specification of site,Males,18.3,,14.7,,,u,,u,,u,,u,,u,0.4,u,0.2,u,0.5,u,1,u,1.3,,4,,6.1,,11.8,,21.6,,34.1,,48.5,,80,,116,,167.1,,241.5,
232,,C80,Malignant neoplasm without specification of site,Females,15.7,,16,,,u,,u,,u,,u,0.3,u,,u,0.4,u,0.6,u,0.9,u,1.9,,3.4,,4.8,,11.7,,17.7,,25.7,,40.3,,67.9,,104.1,,148.2,,199.6,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,C81,Hodgkin's disease,Males,0.7,,0.6,,,u,,u,,u,,u,,u,,u,0.3,u,0.2,u,0.4,u,0.3,u,0.3,u,0.4,u,0.7,u,0.8,u,1.4,,1.6,u,2.2,u,4.4,,4.2,u,,u
235,,C81,Hodgkin's disease,Females,0.4,,0.4,,,u,,u,,u,,u,0.2,u,,u,0.2,u,,u,,u,0.2,u,0.2,u,0.2,u,0.2,u,0.6,u,0.6,u,1.3,u,1.5,u,3,,1.6,u,3.3,u
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,C82-C85,Non-Hodgkin's lymphoma,Males,10.2,,8.3,,,u,,u,0.2,u,,u,0.2,u,0.2,u,,u,0.5,u,1.1,u,1.4,,1.9,,4,,7.2,,10.3,,17.4,,28.6,,50.8,,71.4,,86.1,,94.8,
238,,C82-C85,Non-Hodgkin's lymphoma,Females,6.5,,6.6,,,u,,u,,u,,u,0.2,u,0.4,u,0.3,u,0.5,u,0.5,u,0.4,u,1.3,,2,,3.5,,5.9,,12.3,,20.8,,31.7,,42.8,,63,,55.6,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,C82,Follicular (nodular) non-Hodgkin's lymphoma,Males,0.4,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.2,u,0.3,u,1.2,u,1.3,u,2.6,,2.6,u,2.9,u,2.9,u
241,,C82,Follicular (nodular) non-Hodgkin's lymphoma,Females,0.4,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,1,u,1.4,u,2.1,,2,u,4.1,,3.9,u
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,C83,Diffuse non-Hodgkin's lymphoma,Males,3,,2.5,,,u,,u,,u,,u,0.2,u,,u,,u,0.3,u,0.5,u,0.2,u,0.5,u,1.1,,2.7,,3.5,,5.7,,9.3,,14.9,,18.5,,24,,22.1,
244,,C83,Diffuse non-Hodgkin's lymphoma,Females,1.7,,1.7,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,0.4,u,0.7,u,2,,3.8,,6.1,,9.2,,11.1,,13.4,,7.8,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,C84,Peripheral and cutaneous T-cell lymphomas,Males,0.8,,0.7,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.5,u,0.3,u,0.5,u,1.2,,1.4,,1.4,,2.5,,3.1,,4,,4.8,u,3.6,u
247,,C84,Peripheral and cutaneous T-cell lymphomas,Females,0.4,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.4,u,0.8,u,1.1,u,1.6,u,1.2,u,1.7,u,4.5,,2.1,u
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,C85,Other and unspecified types of non-Hodgkin's lymphoma,Males,5.9,,4.7,,,u,,u,,u,,u,,u,,u,,u,,u,0.5,u,0.7,u,1,,2,,3,,5.1,,9.1,,15.4,,30.1,,46.2,,54.4,,66.3,
250,,C85,Other and unspecified types of non-Hodgkin's lymphoma,Females,4,,4.1,,,u,,u,,u,,u,,u,0.3,u,0.2,u,0.4,u,0.3,u,,u,0.7,u,1,,2.3,,3,,6.4,,11.6,,19.2,,28,,40.9,,41.8,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,C88,Malignant immunoproliferative diseases,Males,0.2,,0.2,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.3,u,0.4,u,1.1,u,1.7,u,3.2,u,4.3,u
253,,C88,Malignant immunoproliferative diseases,Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,,u,,u,1.1,u,2.6,u,1.8,u
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,C90,Multiple myeloma and malignant plasma cell neoplasms,Males,6.4,,5.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,1.2,,2.5,,2.5,,5.1,,11.2,,17.5,,31.4,,47.1,,64,,72.7,
256,,C90,Multiple myeloma and malignant plasma cell neoplasms,Females,4,,4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.6,u,1.5,,1.8,,3.7,,7.7,,12.1,,22.4,,30.2,,34.8,,31.1,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,C91-C95,Leukaemia,Males,10.4,,8.4,,,u,0.2,u,0.6,u,0.7,u,0.8,u,0.5,u,0.7,u,0.8,u,0.9,u,0.9,u,1.5,,2.7,,5.4,,9.3,,15.7,,32.3,,45.7,,73.7,,100.5,,120.4,
259,,C91-C95,Leukaemia,Females,5.7,,5.8,,,u,0.4,u,0.2,u,0.6,u,0.4,u,0.5,u,0.6,u,0.6,u,0.5,u,1,u,1.4,,1.2,,3.1,,5.7,,9,,16.5,,23,,36.8,,55.1,,66.3,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,C91,Lymphoid leukaemia,Males,3.2,,2.5,,,u,,u,0.3,u,0.4,u,0.6,u,0.3,u,0.3,u,0.4,u,0.4,u,0.3,u,0.6,u,0.7,u,1.1,u,2.5,,4.3,,6.8,,11.9,,21.5,,36.5,,54.9,
262,,C91,Lymphoid leukaemia,Females,1.5,,1.5,,,u,0.2,u,,u,0.2,u,,u,0.3,u,0.2,u,,u,,u,0.2,u,0.2,u,0.2,u,0.4,u,0.9,u,2,,3.7,,5.1,,9.3,,17.9,,26.9,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,C92,Myeloid leukaemia,Males,6.1,,5,,,u,,u,0.2,u,0.3,u,0.2,u,0.3,u,0.4,u,0.4,u,0.5,u,0.6,u,0.9,u,1.9,,4,,5.9,,10.2,,22.1,,28.3,,42.5,,49.6,,49.2,
265,,C92,Myeloid leukaemia,Females,3.6,,3.6,,,u,,u,,u,0.3,u,0.3,u,,u,0.4,u,0.5,u,0.5,u,0.8,u,1.2,,0.9,u,2.6,,4.7,,6.1,,10.9,,15,,23.2,,28.3,,29.9,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,C93,Monocytic leukaemia,Males,0.7,,0.5,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.5,u,2.5,,3.2,,4.7,,9.6,,10.7,u
268,,C93,Monocytic leukaemia,Females,0.3,,0.3,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.4,u,0.6,u,1.2,u,2,u,4.9,,3,u
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,C94,Other leukaemias of specified cell type,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
271,,C94,Other leukaemias of specified cell type,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,C95,Leukaemia of unspecified cell type,Males,0.5,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.4,u,0.5,u,0.8,u,2,u,4.9,,4.8,u,5.7,u
274,,C95,Leukaemia of unspecified cell type,Females,0.4,,0.4,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.5,u,1.3,u,1.6,u,2.4,u,3.9,,6.6,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Males,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.2,u,0.5,u,,u,0.5,u,1.3,u,,u
277,,C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Females,0.1,,0.1,,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,0.3,u,0.4,u,0.5,u,1.4,u,1.5,u
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,C97,Malignant neoplasms of independent (primary) multiple sites,Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
280,,C97,Malignant neoplasms of independent (primary) multiple sites,Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",Males,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
283,,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",Females,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u,,u
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
